isoform_id	hmm_acc	hmm_name	clan	orf_aa_start	orf_aa_end	type	bit_score	E_value	significant	residue	domain_isotype	domain_isotype_simple	transcriptStart	transcriptEnd	pfamStarExon	pfamEndExon	pfamStartGenomic	pfamEndGenomic
ENST00000682049.1	PF00531.27	Death	CL0041	362	445	Domain	77.3	8.5e-22	1	NA	Reference	Reference	1298	1549	10	12	113360849	113365109
ENST00000682052.1	PF01094.33	ANF_receptor	CL0144	52	397	Family	264.2	2e-78	1	NA	Reference	Reference	539	1576	3	9	101621987	101802426
ENST00000682052.1	PF10613.14	Lig_chan-Glu_bd	CL0177	431	546	Domain	154.8	1.1e-45	1	NA	Reference	Reference	1676	2023	10	12	101818457	101889753
ENST00000682052.1	PF00060.31	Lig_chan	CL0030	560	698	Family	154.4	2.1e-45	1	NA	Complex	Non-reference	2063	2479	12	15	101889793	101965397
ENST00000682072.1	PF17045.10	CEP63	No_Clan	18	195	Coiled-coil	267.9	1.3e-79	1	NA	Truncation	Non-reference	413	946	3	6	134507116	134537298
ENST00000682079.1	PF08377.15	MAP2_projctn	No_Clan	377	1000	Family	1253.6	0	1	NA	Truncation	Non-reference	1580	3451	8	8	209693299	209695170
ENST00000682088.1	PF14781.11	BBS2_N	CL0186	20	126	Repeat	150.4	1.7e-44	1	NA	Reference	Reference	264	584	1	3	56519805	56511252
ENST00000682088.1	PF14783.11	BBS2_Mid	CL0186	165	213	Repeat	50.9	1.7e-13	1	NA	Complex	Non-reference	699	845	4	6	56510900	56509468
ENST00000682126.1	PF00069.30	Pkinase	CL0016	20	277	Domain	211.2	2.1e-62	1	NA	Reference	Reference	289	1062	2	13	50531992	50462770
ENST00000682126.1	PF00780.27	CNH	CL0186	521	815	Repeat	177.5	5.2e-52	1	NA	Insertion	Non-reference	1792	2676	21	32	50442735	50423129
ENST00000682153.1	PF12624.12	Chorein_N	CL0760	2	119	Domain	98.2	3.5e-28	1	NA	Complex	Non-reference	74	427	2	4	99013792	99096377
ENST00000682182.1	PF01529.25	DHHC	No_Clan	94	244	Family	127.1	5.2e-37	1	NA	Insertion	Non-reference	740	1192	3	6	112443594	112438339
ENST00000682189.1	PF12796.12	Ank_2	CL0465	14	106	Repeat	72	5.6e-20	1	NA	Reference	Reference	240	518	3	5	113174434	113199106
ENST00000682195.1	PF01529.25	DHHC	No_Clan	94	206	Family	98.6	3.6e-28	1	NA	Complex	Non-reference	739	1077	3	6	112443594	112434420
ENST00000682195.1	PF07653.22	SH3_2	CL0010	263	342	Domain	30	3.6e-7	1	NA	Insertion	Non-reference	1246	1485	8	10	112432518	112430858
ENST00000682205.1	PF14781.11	BBS2_N	CL0186	20	126	Repeat	147.5	1.3e-43	1	NA	Reference	Reference	220	540	1	3	56519805	56511252
ENST00000682205.1	PF14783.11	BBS2_Mid	CL0186	165	272	Repeat	154.4	1.1e-45	1	NA	Reference	Reference	655	978	4	8	56510900	56502797
ENST00000682205.1	PF14782.11	BBS2_C	No_Clan	276	715	Family	614.9	8.9e-185	1	NA	Reference	Reference	988	2307	8	17	56502787	56484782
ENST00000682209.1	PF12478.13	UBAP2-Lig	No_Clan	474	506	Family	62.8	2.8e-17	1	NA	Reference	Reference	1664	1762	15	16	33944376	33943503
ENST00000682217.1	PF00400.37	WD40	CL0186	92	128	Repeat	18.2	0.0032	1	NA	Complex	Non-reference	336	446	3	4	60922055	60918280
ENST00000682217.1	PF00400.37	WD40	CL0186	176	215	Repeat	35	1.6e-8	1	NA	Reference	Reference	588	707	6	8	60903672	60899700
ENST00000682217.1	PF00400.37	WD40	CL0186	221	273	Repeat	24.2	4.2e-5	1	NA	Complex	Non-reference	723	881	8	9	60899684	60898300
ENST00000682218.1	PF13912.11	zf-C2H2_6	CL0361	18	43	Domain	31.2	1.8e-7	1	NA	Truncation	Non-reference	2035	2112	2	3	114186963	114242168
ENST00000682218.1	PF00096.31	zf-C2H2	CL0361	49	70	Domain	18	0.0035	1	NA	Reference	Reference	2128	2193	3	3	114242184	114242249
ENST00000682218.1	PF13912.11	zf-C2H2_6	CL0361	75	100	Domain	27.5	2.8e-6	1	NA	Complex	Non-reference	2206	2283	3	4	114242262	114247199
ENST00000682218.1	PF00096.31	zf-C2H2	CL0361	104	126	Domain	20.5	5.5e-4	1	NA	Reference	Reference	2293	2361	4	4	114247209	114247277
ENST00000682218.1	PF00096.31	zf-C2H2	CL0361	132	154	Domain	25.4	1.6e-5	1	NA	Reference	Reference	2377	2445	4	4	114247293	114247361
ENST00000682218.1	PF00096.31	zf-C2H2	CL0361	160	182	Domain	16.6	0.0097	1	NA	Reference	Reference	2461	2529	5	5	114250337	114250405
ENST00000682218.1	PF00096.31	zf-C2H2	CL0361	188	210	Domain	16.7	0.009	1	NA	Reference	Reference	2545	2613	5	5	114250421	114250489
ENST00000682230.1	PF21041.2	XMAP215_CLASP_TOG	CL0020	37	215	Repeat	50.4	2.9e-13	1	NA	Complex	Non-reference	361	897	1	7	33717894	33663515
ENST00000682230.1	PF12348.13	CLASP_N	CL0020	321	538	Repeat	114	9.3e-33	1	NA	Reference	Reference	1213	1866	10	16	33627062	33606671
ENST00000682239.1	PF12478.13	UBAP2-Lig	No_Clan	512	544	Family	62.8	2.8e-17	1	NA	Reference	Reference	1815	1913	14	15	33944376	33943503
ENST00000682246.1	PF00400.37	WD40	CL0186	93	128	Repeat	17.6	0.005	1	NA	Complex	Non-reference	333	440	4	4	60918387	60918280
ENST00000682246.1	PF00400.37	WD40	CL0186	176	215	Repeat	34.5	2.2e-8	1	NA	Reference	Reference	582	701	6	8	60903672	60899700
ENST00000682246.1	PF00400.37	WD40	CL0186	235	273	Repeat	23.7	5.8e-5	1	NA	Complex	Non-reference	759	875	8	9	60899642	60898300
ENST00000682258.1	PF00130.27	C1_1	CL0229	21	69	Domain	27.9	1.8e-6	1	NA	Reference	Reference	184	330	2	4	217991029	217920216
ENST00000682258.1	PF10409.14	PTEN_C2	CL0154	304	431	Domain	139.1	8.5e-41	1	NA	Reference	Reference	1033	1416	13	17	217886603	217882365
ENST00000682279.1	PF13092.11	CENP-L	No_Clan	177	324	Family	154.9	2e-45	1	NA	Reference	Reference	1302	1745	5	6	173803397	173800511
ENST00000682285.1	PF00350.28	Dynamin_N	CL0023	34	207	Domain	186.7	3.8e-55	1	NA	Reference	Reference	288	809	1	5	10718342	10777149
ENST00000682285.1	PF01031.25	Dynamin_M	No_Clan	215	498	Family	354.9	3.4e-106	1	NA	Reference	Reference	831	1682	5	12	10777171	10802359
ENST00000682292.1	PF00788.28	RA	CL0072	15	114	Domain	54.2	2e-14	1	NA	Insertion	Non-reference	199	498	2	2	17101760	17102059
ENST00000682292.1	PF00063.26	Myosin_head	CL0023	148	717	Domain	610.4	4.6e-183	1	NA	Truncation	Non-reference	598	2307	2	14	17102159	17175673
ENST00000682292.1	PF00063.26	Myosin_head	CL0023	780	941	Domain	114.7	4.4e-33	1	NA	Complex	Non-reference	2494	2979	16	21	17183833	17192757
ENST00000682292.1	PF00612.32	IQ	CL0220	957	977	Motif	14.8	0.022	1	NA	Insertion	Non-reference	3025	3087	21	21	17192803	17192865
ENST00000682292.1	PF00612.32	IQ	CL0220	980	1000	Motif	21	2.2e-4	1	NA	Insertion	Non-reference	3094	3156	21	21	17192872	17192934
ENST00000682300.1	PF01064.28	Activin_recp	CL0117	33	103	Domain	55.1	1.4e-14	1	NA	Reference	Reference	747	959	6	6	157780571	157780359
ENST00000682300.1	PF08515.17	TGF_beta_GS	No_Clan	179	206	Family	59.1	2.6e-16	1	NA	Reference	Reference	1185	1268	7	8	157778139	157774113
ENST00000682300.1	PF00069.30	Pkinase	CL0016	208	495	Domain	122.8	1.9e-35	1	NA	Insertion	Non-reference	1272	2135	8	13	157774109	157737576
ENST00000682306.1	PF06602.19	Myotub-related	CL0031	141	533	Domain	453.7	4.4e-136	1	NA	Insertion	Non-reference	652	1830	5	13	58508756	58504149
ENST00000682318.1	PF07645.20	EGF_CA	CL0001	24	65	Domain	39.6	5.4e-10	1	NA	Complex	Non-reference	1502	1627	6	6	9943380	9943505
ENST00000682321.1	PF13540.11	RCC1_2	CL0186	683	712	Repeat	35.9	5.2e-9	1	NA	Reference	Reference	2366	2455	14	14	77257800	77257711
ENST00000682321.1	PF00415.23	RCC1	CL0186	958	1000	Repeat	41.1	2.5e-10	1	NA	Truncation	Non-reference	3191	3319	20	21	77224518	77217897
ENST00000682351.1	PF08969.16	USP8_dimer	No_Clan	8	117	Domain	85.5	3.4e-24	1	NA	Reference	Reference	115	444	2	4	73830878	73845238
ENST00000682351.1	PF01398.26	JAB	CL0366	252	361	Family	86	2e-24	1	NA	Reference	Reference	847	1176	6	8	73849374	73859331
ENST00000682372.1	PF07645.20	EGF_CA	CL0001	24	65	Domain	39.6	5.4e-10	1	NA	Complex	Non-reference	1076	1201	1	1	9943380	9943505
ENST00000682376.1	PF08385.17	DHC_N1	No_Clan	170	252	Family	70.2	1.6e-19	1	NA	Complex	Non-reference	792	1040	6	7	13920530	13919155
ENST00000682379.1	PF08969.16	USP8_dimer	No_Clan	8	117	Domain	85.5	3.4e-24	1	NA	Reference	Reference	224	553	3	5	73830878	73845238
ENST00000682379.1	PF01398.26	JAB	CL0366	252	361	Family	86	2e-24	1	NA	Reference	Reference	956	1285	7	9	73849374	73859331
ENST00000682386.1	PF00076.27	RRM_1	CL0221	113	182	Domain	42.6	5.1e-11	1	NA	Reference	Reference	639	848	4	4	43387548	43387339
ENST00000682386.1	PF08080.17	zf-RNPHF	No_Clan	255	290	Domain	83.9	5.2e-24	1	NA	Reference	Reference	1065	1172	4	4	43387122	43387015
ENST00000682386.1	PF00076.27	RRM_1	CL0221	291	358	Domain	34.3	1.9e-8	1	NA	Reference	Reference	1173	1376	4	4	43387014	43386811
ENST00000682397.1	PF07645.20	EGF_CA	CL0001	24	65	Domain	39.6	5.4e-10	1	NA	Complex	Non-reference	726	851	7	8	9943172	9943505
ENST00000682407.1	PF01082.25	Cu2_monooxygen	CL0612	59	175	Domain	84.9	6.3e-24	1	NA	Reference	Reference	717	1067	3	7	102867358	102926667
ENST00000682407.1	PF03712.20	Cu2_monoox_C	CL0612	195	342	Domain	149.1	8.6e-44	1	NA	Reference	Reference	1125	1568	9	13	102948385	102959995
ENST00000682407.1	PF01436.26	NHL	CL0186	630	659	Repeat	28	1.8e-6	1	NA	Reference	Reference	2430	2519	19	19	103006885	103006974
ENST00000682407.1	PF01436.26	NHL	CL0186	683	711	Repeat	24	3.2e-5	1	NA	Reference	Reference	2589	2675	20	20	103007489	103007575
ENST00000682407.1	PF01436.26	NHL	CL0186	779	806	Repeat	22.1	1.3e-4	1	NA	Reference	Reference	2877	2960	22	22	103017337	103017420
ENST00000682418.1	PF00400.37	WD40	CL0186	38	72	Repeat	12.7	0.19	1	NA	Complex	Non-reference	168	272	2	3	60928925	60922113
ENST00000682418.1	PF00400.37	WD40	CL0186	85	128	Repeat	19.8	0.0011	1	NA	Complex	Non-reference	309	440	3	4	60922076	60918280
ENST00000682420.1	PF14781.11	BBS2_N	CL0186	20	126	Repeat	149.5	3.2e-44	1	NA	Reference	Reference	264	584	1	3	56519805	56511252
ENST00000682420.1	PF14783.11	BBS2_Mid	CL0186	165	272	Repeat	156.4	2.7e-46	1	NA	Reference	Reference	699	1022	4	8	56510900	56502797
ENST00000682420.1	PF14782.11	BBS2_C	No_Clan	276	315	Family	52	5.8e-14	1	NA	Truncation	Non-reference	1032	1151	8	8	56502787	56502668
ENST00000682421.1	PF03530.19	SK_channel	No_Clan	92	208	Family	172.8	2.7e-51	1	NA	Reference	Reference	629	979	2	4	17974162	17981834
ENST00000682421.1	PF07885.21	Ion_trans_2	CL0030	284	370	Family	52.7	3.6e-14	1	NA	Insertion	Non-reference	1205	1465	4	6	17982060	17988465
ENST00000682421.1	PF02888.21	CaMBD	No_Clan	384	458	Family	120.7	2.4e-35	1	NA	Reference	Reference	1505	1729	6	9	17988505	17998157
ENST00000682441.1	PF07653.22	SH3_2	CL0010	90	169	Domain	31.8	9.9e-8	1	NA	Insertion	Non-reference	1300	1539	4	6	112432518	112430858
ENST00000682448.1	PF00865.23	Osteopontin	No_Clan	1	230	Family	378	3.8e-113	1	NA	Truncation	Non-reference	1739	2428	2	3	87981511	87982893
ENST00000682450.1	PF07679.21	I-set	CL0159	22	107	Domain	62.6	3.2e-17	1	NA	Reference	Reference	1053	1310	6	6	126015505	126015248
ENST00000682451.1	PF12937.12	F-box-like	CL0271	82	128	Domain	66.7	1.4e-18	1	NA	Reference	Reference	312	452	4	5	47838980	47835983
ENST00000682451.1	PF13229.11	Beta_helix	CL0268	590	749	Repeat	120	8.2e-35	1	NA	Reference	Reference	1836	2315	16	21	47818795	47809244
ENST00000682451.1	PF02207.25	zf-UBR	No_Clan	760	828	Family	37.6	2.1e-9	1	NA	Complex	Non-reference	2346	2552	21	23	47809213	47808196
ENST00000682452.1	PF13450.11	NAD_binding_8	CL0063	12	63	Domain	27.1	4.5e-6	1	NA	Complex	Non-reference	548	703	2	2	158682236	158682391
ENST00000682452.1	PF21162.2	ETFQO_UQ-bd	CL0063	210	305	Domain	149.4	3.9e-44	1	NA	Reference	Reference	1142	1429	6	8	158695623	158699112
ENST00000682452.1	PF05187.18	ETF_QO	CL0344	451	554	Family	167.7	7.2e-50	1	NA	Reference	Reference	1865	2176	11	12	158706694	158708518
ENST00000682458.1	PF17045.10	CEP63	No_Clan	18	280	Coiled-coil	356.9	1e-106	1	NA	Reference	Reference	93	881	3	8	134507116	134546199
ENST00000682463.1	PF00907.27	T-box	CL0073	77	260	Domain	249.4	2.4e-74	1	NA	Reference	Reference	355	906	2	2	41669123	41669674
ENST00000682470.1	PF14781.11	BBS2_N	CL0186	20	126	Repeat	147.5	1.3e-43	1	NA	Reference	Reference	245	565	1	3	56519805	56511252
ENST00000682470.1	PF14783.11	BBS2_Mid	CL0186	165	272	Repeat	154.4	1.1e-45	1	NA	Reference	Reference	680	1003	4	8	56510900	56502797
ENST00000682470.1	PF14782.11	BBS2_C	No_Clan	276	715	Family	614.9	8.9e-185	1	NA	Reference	Reference	1013	2332	8	17	56502787	56484782
ENST00000682477.1	PF13307.11	Helicase_C_2	CL0023	208	395	Domain	171.9	1.4e-50	1	NA	Insertion	Non-reference	3056	3619	15	20	61776460	61686140
ENST00000682479.1	PF12612.13	TFCD_C	No_Clan	930	1000	Family	75.9	4.4e-21	1	NA	Truncation	Non-reference	2940	3152	32	33	82929117	82929419
ENST00000682501.1	PF07001.16	BAT2_N	No_Clan	1	190	Family	208.2	1.8e-61	1	NA	Reference	Reference	227	796	2	6	131430145	131444285
ENST00000682519.1	PF10291.14	muHD	CL0448	7	274	Domain	258.7	7.2e-77	1	NA	Reference	Reference	1623	2426	15	21	66719341	66743089
ENST00000682524.1	PF00350.28	Dynamin_N	CL0023	34	207	Domain	187.2	2.7e-55	1	NA	Reference	Reference	288	809	1	5	10718342	10777149
ENST00000682524.1	PF01031.25	Dynamin_M	No_Clan	215	382	Family	208.9	1.1e-61	1	NA	Truncation	Non-reference	831	1334	5	8	10777171	10793873
ENST00000682527.1	PF14291.11	DUF4371	No_Clan	94	277	Family	33.1	5.9e-8	1	NA	Complex	Non-reference	478	1029	5	5	76352675	76352124
ENST00000682527.1	PF05699.19	Dimer_Tnp_hAT	No_Clan	569	664	Domain	35.1	1e-8	1	NA	Insertion	Non-reference	1903	2190	5	5	76351250	76350963
ENST00000682536.1	PF00856.33	SET	CL0489	315	422	Family	45.2	1.2e-11	1	NA	Reference	Reference	1216	1539	10	12	9441629	9443400
ENST00000682543.1	PF14783.11	BBS2_Mid	CL0186	1	61	Repeat	80.8	8.4e-23	1	NA	Truncation	Non-reference	978	1160	7	9	56506203	56502797
ENST00000682543.1	PF14782.11	BBS2_C	No_Clan	65	504	Family	616.5	2.9e-185	1	NA	Reference	Reference	1170	2489	9	18	56502787	56484782
ENST00000682556.1	PF13927.11	Ig_3	CL0159	28	101	Domain	40.6	3.2e-10	1	NA	Reference	Reference	288	509	3	3	126021515	126021294
ENST00000682556.1	PF07679.21	I-set	CL0159	224	306	Domain	47.4	1.8e-12	1	NA	Reference	Reference	876	1124	6	6	126017346	126017098
ENST00000682556.1	PF07679.21	I-set	CL0159	312	397	Domain	59.7	2.6e-16	1	NA	Reference	Reference	1140	1397	7	7	126015505	126015248
ENST00000682566.1	PF05187.18	ETF_QO	CL0344	121	224	Family	170.2	1.2e-50	1	NA	Reference	Reference	2317	2628	5	6	158706694	158708518
ENST00000682579.1	PF01352.32	KRAB	No_Clan	5	46	Family	80	8.6e-23	1	NA	Reference	Reference	203	328	4	5	36712389	36712782
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	253	275	Domain	20.1	7.3e-4	1	NA	Reference	Reference	947	1015	6	6	36719481	36719549
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	281	303	Domain	24.8	2.4e-5	1	NA	Reference	Reference	1031	1099	6	6	36719565	36719633
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	309	331	Domain	26.3	8.3e-6	1	NA	Reference	Reference	1115	1183	6	6	36719649	36719717
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	337	359	Domain	17.6	0.0047	1	NA	Reference	Reference	1199	1267	6	6	36719733	36719801
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	365	387	Domain	27.6	3e-6	1	NA	Reference	Reference	1283	1351	6	6	36719817	36719885
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	393	415	Domain	27.8	2.6e-6	1	NA	Reference	Reference	1367	1435	6	6	36719901	36719969
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	421	443	Domain	24.7	2.5e-5	1	NA	Reference	Reference	1451	1519	6	6	36719985	36720053
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	449	471	Domain	28.5	1.7e-6	1	NA	Reference	Reference	1535	1603	6	6	36720069	36720137
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	477	499	Domain	25.4	1.6e-5	1	NA	Reference	Reference	1619	1687	6	6	36720153	36720221
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	505	527	Domain	30.8	2.9e-7	1	NA	Reference	Reference	1703	1771	6	6	36720237	36720305
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	533	555	Domain	28.7	1.4e-6	1	NA	Reference	Reference	1787	1855	6	6	36720321	36720389
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	561	583	Domain	31.1	2.5e-7	1	NA	Reference	Reference	1871	1939	6	6	36720405	36720473
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	589	611	Domain	29.5	7.8e-7	1	NA	Reference	Reference	1955	2023	6	6	36720489	36720557
ENST00000682579.1	PF00096.31	zf-C2H2	CL0361	617	639	Domain	30.6	3.4e-7	1	NA	Reference	Reference	2039	2107	6	6	36720573	36720641
ENST00000682582.1	PF14909.11	SPATA6	CL0154	7	131	Family	138.6	1.6e-40	1	NA	Deletion	Non-reference	249	623	1	5	4666232	4629127
ENST00000682589.1	PF06733.20	DEAD_2	CL0023	248	415	Family	186.9	2.8e-55	1	NA	Reference	Reference	2483	2986	6	8	61808643	61799195
ENST00000682613.1	PF05187.18	ETF_QO	CL0344	121	224	Family	170.2	1.2e-50	1	NA	Reference	Reference	1846	2157	6	7	158706694	158708518
ENST00000682616.1	PF01529.25	DHHC	No_Clan	94	242	Family	114.2	5.4e-33	1	NA	Complex	Non-reference	731	1177	3	6	112443594	112439582
ENST00000682627.1	PF00865.23	Osteopontin	No_Clan	1	230	Family	378	3.8e-113	1	NA	Truncation	Non-reference	173	862	3	4	87981511	87982893
ENST00000682635.1	PF00349.26	Hexokinase_1	CL0108	15	215	Domain	253.4	1.8e-75	1	NA	Reference	Reference	529	1131	1	6	44188911	44149794
ENST00000682638.1	PF13499.11	EF-hand_7	CL0220	100	174	Domain	38.3	1.5e-9	1	NA	Insertion	Non-reference	583	807	2	5	128101174	128102421
ENST00000682638.1	PF00153.32	Mito_carr	No_Clan	214	307	Repeat	90.6	4.7e-26	1	NA	Reference	Reference	925	1206	6	8	128103738	128106176
ENST00000682638.1	PF00153.32	Mito_carr	No_Clan	308	395	Repeat	83.7	6.7e-24	1	NA	Reference	Reference	1207	1470	8	9	128106177	128106535
ENST00000682647.1	PF14631.11	FancD2	No_Clan	1	387	Family	710.1	6.6e-213	1	NA	Truncation	Non-reference	973	2133	11	21	10042574	10063923
ENST00000682649.1	PF16422.10	COE1_DBD	No_Clan	1	224	Domain	480.5	8.9e-145	1	NA	Reference	Reference	20	691	1	8	129963699	129873492
ENST00000682649.1	PF01833.29	TIG	CL0159	231	313	Domain	56.5	2.5e-15	1	NA	Reference	Reference	710	958	9	10	129867907	129867145
ENST00000682649.1	PF16423.10	COE1_HLH	No_Clan	316	345	Domain	65.6	2.9e-18	1	NA	Truncation	Non-reference	965	1054	11	12	129848478	129848263
ENST00000682654.1	PF12612.13	TFCD_C	No_Clan	225	412	Family	234.4	1e-69	1	NA	Reference	Reference	1857	2420	18	22	82929117	82937340
ENST00000682670.1	PF17045.10	CEP63	No_Clan	18	280	Coiled-coil	358.2	3.9e-107	1	NA	Reference	Reference	413	1201	3	8	134507116	134546199
ENST00000682676.1	PF00069.30	Pkinase	CL0016	35	297	Domain	213.1	5.6e-63	1	NA	Reference	Reference	452	1240	2	9	53898070	53906391
ENST00000682676.1	PF00433.29	Pkinase_C	No_Clan	324	359	Family	38.3	2e-9	1	NA	Truncation	Non-reference	1319	1426	10	10	53906719	53906826
ENST00000682678.1	PF12796.12	Ank_2	CL0465	50	142	Repeat	70	2.3e-19	1	NA	Reference	Reference	544	822	2	4	113174434	113199106
ENST00000682678.1	PF12796.12	Ank_2	CL0465	266	344	Repeat	63.8	1.9e-17	1	NA	Complex	Non-reference	1192	1428	8	10	113240542	113249859
ENST00000682678.1	PF12796.12	Ank_2	CL0465	338	410	Repeat	51.6	1.3e-13	1	NA	Complex	Non-reference	1408	1626	10	11	113249839	113255929
ENST00000682680.1	PF00503.25	G-alpha	CL0023	1	163	Domain	196.9	5.8e-58	1	NA	Complex	Non-reference	4862	5350	4	8	58909522	58910793
ENST00000682683.1	PF08969.16	USP8_dimer	No_Clan	8	117	Domain	87	1.2e-24	1	NA	Reference	Reference	91	420	2	4	73830878	73845238
ENST00000682697.1	PF00651.36	BTB	CL0033	24	126	Domain	93	1.5e-26	1	NA	Reference	Reference	774	1082	2	2	114063370	114063678
ENST00000682697.1	PF13912.11	zf-C2H2_6	CL0361	460	485	Domain	29.4	6.8e-7	1	NA	Truncation	Non-reference	2082	2159	4	5	114186963	114242168
ENST00000682697.1	PF00096.31	zf-C2H2	CL0361	491	512	Domain	16.2	0.013	1	NA	Reference	Reference	2175	2240	5	5	114242184	114242249
ENST00000682697.1	PF13912.11	zf-C2H2_6	CL0361	517	542	Domain	25.6	1.1e-5	1	NA	Complex	Non-reference	2253	2330	5	6	114242262	114247199
ENST00000682697.1	PF00096.31	zf-C2H2	CL0361	546	568	Domain	18.7	0.0021	1	NA	Reference	Reference	2340	2408	6	6	114247209	114247277
ENST00000682697.1	PF00096.31	zf-C2H2	CL0361	574	596	Domain	23.5	6e-5	1	NA	Reference	Reference	2424	2492	6	6	114247293	114247361
ENST00000682704.1	PF15705.10	TMEM132D_N	No_Clan	45	173	Family	191.1	7.4e-57	1	NA	Reference	Reference	547	933	2	2	125349517	125349903
ENST00000682704.1	PF16070.10	TMEM132	No_Clan	434	776	Family	490.2	4.3e-147	1	NA	Reference	Reference	1714	2742	5	9	125583857	125653786
ENST00000682704.1	PF15706.10	TMEM132D_C	No_Clan	875	958	Family	119.1	6.2e-35	1	NA	Reference	Reference	3037	3288	9	9	125654081	125654332
ENST00000682716.1	PF01094.33	ANF_receptor	CL0144	52	397	Family	263.5	3.2e-78	1	NA	Reference	Reference	539	1576	3	9	101621987	101802426
ENST00000682716.1	PF10613.14	Lig_chan-Glu_bd	CL0177	431	546	Domain	154.3	1.4e-45	1	NA	Reference	Reference	1676	2023	10	12	101818457	101889753
ENST00000682716.1	PF00060.31	Lig_chan	CL0030	560	831	Family	176.6	3.1e-52	1	NA	Insertion	Non-reference	2063	2878	12	16	101889793	102055511
ENST00000682720.1	PF15501.11	MDM1	No_Clan	9	558	Family	842	3e-253	1	NA	Reference	Reference	142	1791	2	12	68331215	68313518
ENST00000682722.1	PF12612.13	TFCD_C	No_Clan	883	1000	Family	151.1	3.8e-44	1	NA	Truncation	Non-reference	2793	3146	30	32	82929117	82930581
ENST00000682726.1	PF03530.19	SK_channel	No_Clan	138	254	Family	173.1	2.2e-51	1	NA	Reference	Reference	592	942	3	5	17974162	17981834
ENST00000682726.1	PF07885.21	Ion_trans_2	CL0030	330	416	Family	52.9	3e-14	1	NA	Insertion	Non-reference	1168	1428	5	7	17982060	17988465
ENST00000682726.1	PF02888.21	CaMBD	No_Clan	430	472	Family	67.8	7.5e-19	1	NA	Truncation	Non-reference	1468	1596	7	9	17988505	17993494
ENST00000682733.1	PF03530.19	SK_channel	No_Clan	92	208	Family	172.8	2.8e-51	1	NA	Reference	Reference	557	907	3	5	17974162	17981834
ENST00000682733.1	PF07885.21	Ion_trans_2	CL0030	284	373	Family	52.6	3.7e-14	1	NA	Insertion	Non-reference	1133	1402	5	8	17982060	17988465
ENST00000682733.1	PF02888.21	CaMBD	No_Clan	387	464	Family	113	6e-33	1	NA	Reference	Reference	1442	1675	8	12	17988505	17998157
ENST00000682737.1	PF14783.11	BBS2_Mid	CL0186	1	73	Repeat	93.9	7.4e-27	1	NA	Truncation	Non-reference	639	857	5	8	56509971	56502797
ENST00000682737.1	PF14782.11	BBS2_C	No_Clan	77	516	Family	616.3	3.2e-185	1	NA	Reference	Reference	867	2186	8	17	56502787	56484782
ENST00000682747.1	PF08969.16	USP8_dimer	No_Clan	8	117	Domain	87	1.2e-24	1	NA	Reference	Reference	517	846	2	4	73830878	73845238
ENST00000682753.1	PF05217.17	SAXO1-2	No_Clan	6	457	Family	294.8	1.6e-87	1	NA	Reference	Reference	78	1433	1	4	82262895	82283056
ENST00000682767.1	PF00683.22	TB	No_Clan	1	44	Family	49.2	3.9e-13	1	NA	Complex	Non-reference	336	467	3	3	48427732	48427601
ENST00000682767.1	PF07645.20	EGF_CA	CL0001	56	96	Domain	38.4	1.3e-9	1	NA	Reference	Reference	501	623	3	4	48427567	48425743
ENST00000682767.1	PF07645.20	EGF_CA	CL0001	98	137	Domain	40.2	3.6e-10	1	NA	Reference	Reference	627	746	4	5	48425739	48425373
ENST00000682767.1	PF07645.20	EGF_CA	CL0001	139	176	Domain	42.9	5e-11	1	NA	Deletion	Non-reference	750	863	5	6	48425369	48421956
ENST00000682767.1	PF12662.12	cEGF	CL0001	201	224	Domain	32.3	8.1e-8	1	NA	Reference	Reference	936	1007	7	8	48421618	48420796
ENST00000682767.1	PF07645.20	EGF_CA	CL0001	261	300	Domain	29.2	9.4e-7	1	NA	Truncation	Non-reference	1116	1235	8	9	48420687	48415649
ENST00000682767.1	PF07645.20	EGF_CA	CL0001	302	340	Domain	28.8	1.3e-6	1	NA	Complex	Non-reference	1239	1355	9	10	48415645	48412737
ENST00000682806.1	PF12624.12	Chorein_N	CL0760	2	119	Domain	101.2	4.1e-29	1	NA	Insertion	Non-reference	105	458	2	4	99013792	99096377
ENST00000682807.1	PF01529.25	DHHC	No_Clan	94	192	Family	94.6	6.1e-27	1	NA	Complex	Non-reference	731	1027	3	5	112443594	112441756
ENST00000682822.1	PF17045.10	CEP63	No_Clan	1	252	Coiled-coil	330.1	1.5e-98	1	NA	Reference	Reference	259	1014	3	8	134507149	134546199
